doi,abstract
10.1101/000141,"Since the discovery of tumour initiating cells (TICs) in solid tumours, studies focussing on their role in cancer initiation and progression have abounded. The biological interrogation of these cells continues to yield volumes of information on their pro-tumourigenic behaviour, but actionable generalised conclusions have been scarce. Further, new information suggesting a dependence of tumour composition and growth on the microenvironment has yet to be studied theoretically. To address this point, we created a hybrid, discrete/continuous computational cellular automaton model of a generalised stem-cell driven tissue with a simple microenvironment. Using the model we explored the phenotypic traits inherent to the tumour initiating cells and the effect of the microenvironment on tissue growth. We identify the regions in phenotype parameter space where TICs are able to cause a disruption in homeostasis, leading to tissue overgrowth and tumour maintenance. As our parameters and model are non-specific, they could apply to any tissue TIC and do not assume specific genetic mutations. Targeting these phenotypic traits could represent a generalizable therapeutic strategy across cancer types. Further, we find that the microenvironmental variable does not strongly effect the outcomes, suggesting a need for direct feedback from the microenvironment onto stem-cell behaviour in future modelling endeavours.\n\nAuthor SummaryIn this paper, we present a mathematical/computational model of a tumour growing according to the canonical cancer stem-cell hypothesis with a simplified microenvironment. We explore the parameters of this model and find good agreement between our model and other theoretical models in terms of the intrinsic cellular parameters, which are difficult to study biologically. We find, however, disagreement between novel biological data and our model in terms of the microenvironmental changes. We conclude that future theoretical models of stem-cell driven tumours must include specific feedback from the microenvironment onto the individual cellular behavior. Further, we identify several cell intrinsic parameters which govern loss of homeostasis into a state of uncontrolled growth."
10.1101/000125,"Translational RelevanceSince the discovery of circulating tumor cells (CTC), we have struggled for ways to use them to inform treatment. The only currently accepted method for this is a  more is worse paradigm by which clinicians measure CTC burden before and after treatment to assess efficacy. Research efforts are currently focused almost entirely on genetic classification of these cells, which has yet to bear any fruit translationally. We suggest that we should shift the focus of our investigation to one driven by a physical sciences perspective. Specifically, by understanding the vascular system as a network of interconnected organs and capillary beds as filters that capture CTCs. By ascertaining the distribution of CTCs in this network for individual patients, information about the existence of subclinical metastatic disease, and therefore metastatic propensity, will come to light, and allow for better staging, prognostication and rational use of organ-directed therapy in the setting of oligometastatic disease.\n\nAbstractO_ST_ABSPurposeC_ST_ABSResearch into mechanisms of hematogenous metastasis has largely become genetic in focus, attempting to understand the molecular basis of  seed-soil relationships. However, preceding this biological mechanism is the physical process of dissemination of circulating tumour cells (CTCs) in the circulatory network. We utilize a novel, network perspective of hematogenous metastasis and a large dataset on metastatic patterns to shed new light on this process.\n\nExperimental DesignThe metastatic efficiency index (MEI), previously suggested by Weiss, quantifies the process of hematogenous metastasis by taking the ratio of metastatic incidence for a given primary-target organ pair and the relative blood flow between the two sites. In this paper we extend the methodology by taking into account the reduction in CTC number that occurs in capillary beds and a novel network model of CTC flow.\n\nResultsBy applying this model to a dataset of metastatic incidence, we show that the MEI depends strongly on the assumptions of micrometastatic lesions in the lung and liver. Utilizing this framework we can represent different configurations of metastatic disease and offer a rational method for identifying patients with oligometastatic disease for inclusion in future trials.\n\nConclusionsWe show that our understanding of the dynamics of CTC flow is significantly lacking, and that this specifically precludes our ability to predict metastatic patterns in individual patients. Our formalism suggests an opportunity to go a step further in metastatic disease characterization by including the distribution of CTCs at staging, offering a rational method of trial design for oligometastatic disease."
10.1101/000992,"BackgroundGenome sequencing studies of chronic lympoid leukemia (CLL) have provided a comprehensive overview of recurrent somatic mutations in coding genes. One of the most intriguing discoveries has been the prevalence of mutations in the HEAT-repeat domain of the splicing factor SF3B1. A frequently observed variant is predicted to cause the substitution of a lysine with a glutamic acid at position 700 of the protein (K700E). However, the molecular consequences of the mutations are largely unknown.\n\nResultsTo start exploring this question, we sequenced the transcriptomes of six samples: four samples of CLL tumour cells, of which two contained the K700E mutation in SF3B1, and CD19 positive cells from two healthy donors. We identified 41 genes that showed differential usage of exons statistically associated with the mutated status of SF3B1 (false discovery rate of 10%). These genes were enriched in pathways related to interferon signaling and mRNA splicing.\n\nAmong these genes, we found UQCC and RPL31; notably, a similar effect on these genes was described in a previously published study of uveal melanoma. In addition, while this manuscript was under revision, another study independently reported the common splicing signature of the gene UQCC in different tumour types with mutations in SF3B1.\n\nConclusionsOur results suggest common effects of isoform deregulation in the genes UQCC and RPL31 upon mutations in SF3B1. Additionally, our data provide a candidate list of potential isoform consequences of the SF3B1 (K700E) mutation in CLL, some of which might contribute to the tumourigenesis.\n\nValidation studies on larger cohorts and model systems are required to extend these findings."
10.1101/001107,"Whole-exome sequencing studies have identified common mutations affecting genes encoding components of the RNA splicing machinery in hematological malignancies. Here, we sought to determine how mutations affecting the 3' splice site recognition factor U2AF1 alter its normal role in RNA splicing. We find that U2AF1 mutations influence the similarity of splicing programs in leukemias, but do not give rise to widespread splicing failure. U2AF1 mutations cause differential splicing of hundreds of genes, affecting biological pathways such as DNA methylation (DNMT3B), X chromosome inactivation (H2AFY), the DNA damage response (ATR, FANCA), and apoptosis (CASP8). We show that U2AF1 mutations alter the preferred 3' splice site motif in patients, in cell culture, and in vitro. Mutations affecting the first and second zinc fingers give rise to different alterations in splice site preference and largely distinct downstream splicing programs. These allele-specific effects are consistent with a computationally predicted model of U2AF1 in complex with RNA. Our findings suggest that U2AF1 mutations contribute to pathogenesis by causing quantitative changes in splicing that affect diverse cellular pathways, and give insight into the normal function of U2AF1s zinc finger domains."
10.1101/001321,"Many components of Wnt/{beta}-catenin signaling pathway have critical functions in mammary gland development and tumor formation, yet the contribution of glycogen synthase kinase-3 (GSK-3 and GSK-3{beta}) to mammopoiesis and oncogenesis is unclear. Here, we report that WAP-Cre-mediated deletion of GSK-3 in the mammary epithelium results in activation of Wnt/{beta}-catenin signaling and induces mammary intraepithelial neoplasia that progresses to squamous transdifferentiation and development of adenosquamous carcinomas at 6 months. To uncover possible {beta}-catenin-independent activities of GSK-3, we generated mammary-specific knock-outs of GSK-3 and {beta}-catenin. Squamous transdifferentiation of the mammary epithelium was largely attenuated, however mammary epithelial cells lost the ability to form mammospheres suggesting perturbation of stem cell properties unrelated to loss of {beta}-catenin alone. At 10 months, adenocarcinomas that developed in glands lacking GSK-3 and {beta}-catenin displayed elevated levels of {gamma}-catenin/plakoglobin as well as activation of the Hedgehog and Notch pathways. Collectively these results establish the two isoforms of GSK-3 as essential integrators of multiple developmental signals that act to maintain normal mammary gland function and suppress tumorigenesis."
10.1101/000786,"HighlightsO_LIBiological complexity cannot be reduced to chemistry and physics\nC_LIO_LIComplex living states are: multicomponent, multiphase,  crowded, and re-emergent\nC_LIO_LILiving states arise naturally only by the action of cycling physicochemical gradients\nC_LIO_LIBacterial cells can be modeled as viscoelastic capacitors with sol-gel transitions\nC_LIO_LIEvolving living states can be investigated via  biotic soup experimentation\nC_LIO_LIDarwinian evolution arises from the process errors of the cell cycle\nC_LIO_LISynthetic biology heralds the transition from unintentional Darwinian evolution to intentional anthropic evolution\nC_LI\n\nAbstractWithin the overlap of physics, chemistry and biology, complex matter becomes  more deeply understood when high level mathematics converts regularities of experimental data into scientific laws, theories, and models (Krakauer et al., 2011. The challenges and scope of theoretical biology. J. Theoret. Biol. 276: 269-276). The simplest kinds of complex biological matter are bacterial cells; they appear complex-from a physicochemical standpoint-because they are multicomponent, multiphase, biomacromolecularly crowded, and re-emergent; the property of re-emergence differentiates biological matter from complex chemical and physical matter.\n\nBacterial cells cannot self-reassemble spontaneously from their biomolecules and biomacromolecules (via non-covalent molecular forces) without the action of external  drivers; on Earth, such drivers have been diurnal (cycling) physicochemical gradients, i.e. temperature, water activity, etc. brought about by solar radiation striking the Earths rotating surface. About 3.5 billion years ago, these cycling gradients drove complex chemical  prebiotic soups toward progenotic living states from which extant bacteria evolved (Spitzer and Poolman, 2009; The role of biomacromolecular crowding, ionic strength and physicochemical gradients in the complexities of lifes emergence. Microbiol. Mol. Biol. Revs. 73:371-388). Thus there is historical non-equilibrium continuity between complex  dead chemical matter and complex living states of bacterial cells. This historical continuity becomes accessible to present-day experimentation, when cycling physicochemical gradients act on  dead biomacromolecules obtained from (suitably) killed bacterial populations - on a  biotic soup of chemicals (Harold, 2005, Molecules into cells: specifying spatial architecture. Microbiol. Mol. Biol. Rev. 69:544-564). The making of biotic soups and recovering living states from them is briefly discussed in terms of novel concepts and experimental possibilities.\n\nIn principle, emergent living states contingently arise and evolve when cycling physicochemical gradients continuously act on complex chemical mass; once living states become dynamically stabilized, the inevitable process errors of  primitive cell cycles become the roots of Darwinian evolution."
10.1101/001297,"We report the effects of posture and morphology on the static aerodynamic stability and control effectiveness of physical models based on the feathered dinosaur, {dagger}Microraptor gui, from the Cretaceous of China. Postures had similar lift and drag coefficients and were broadly similar when simplified metrics of gliding were considered, but they exhibited different stability characteristics depending on the position of the legs and the presence of feathers on the legs and the tail. Both stability and the function of appendages in generating maneuvering forces and torques changed as the glide angle or angle of attack were changed. These are significant because they represent an aerial environment that may have shifted during the evolution of directed aerial descent and other aerial behaviors. Certain movements were particularly effective (symmetric movements of the wings and tail in pitch, asymmetric wing movements, some tail movements). Other appendages altered their function from creating yaws at high angle of attack to rolls at low angle of attack, or reversed their function entirely. While {dagger}M. gui lived after {dagger}Archaeopteryx and likely represents a side experiment with feathered morphology, the general patterns of stability and control effectiveness suggested from the manipulations of forelimb, hindlimb and tail morphology here may help understand the evolution of flight control aerodynamics in vertebrates. Though these results rest on a single specimen, as further fossils with different morphologies tested, the findings here could be applied in a phylogenetic context to reveal biomechanical constraints on extinct flyers arising from the need to maneuver."
10.1101/001396,"Motivated by data-rich experiments in transcriptional regulation and sensory neuro-science, we consider the following general problem in statistical inference. When exposed to a high-dimensional signal S, a system of interest computes a representation R of that signal which is then observed through a noisy measurement M. From a large number of signals and measurements, we wish to infer the \""filter\"" that maps S to R. However, the standard method for solving such problems, likelihood-based inference, requires perfect a priori knowledge of the \""noise function\"" mapping R to M. In practice such noise functions are usually known only approximately, if at all, and using an incorrect noise function will typically bias the inferred filter. Here we show that, in the large data limit, this need for a pre-characterized noise function can be circumvented by searching for filters that instead maximize the mutual information I[M; R] between observed measurements and predicted representations. Moreover, if the correct filter lies within the space of filters being explored, maximizing mutual information becomes equivalent to simultaneously maximizing every dependence measure that satisfies the Data Processing Inequality. It is important to note that maximizing mutual information will typically leave a small number of directions in parameter space unconstrained. We term these directions \""diffeomorphic modes\"" and present an equation that allows these modes to be derived systematically. The presence of diffeomorphic modes reflects a fundamental and nontrivial substructure within parameter space, one that is obscured by standard likelihood-based inference."
10.1101/001461,"The final step of RNA crystallography involves the fitting of coordinates into electron density maps. The large number of backbone atoms in RNA presents a difficult and tedious challenge, particularly when experimental density is poor. The ERRASER-Phenix pipeline can improve an initial set of RNA coordinates automatically based on a physically realistic model of atomic-level RNA interactions. The pipeline couples diffraction-based refinement in Phenix with the Rosetta-based real-space refinement protocol ERRASER (Enumerative Real-Space Refinement ASsisted by Electron density under Rosetta). The combination of ERRASER and Phenix can improve the geometrical quality of RNA crystallographic models while maintaining or improving the fit to the diffraction data (as measured by Rfree). Here we present a complete tutorial for running ERRASER-Phenix through the Phenix GUI, from the command-line, and via an application in the Rosetta On-line Server that Includes Everyone (ROSIE)."
10.1101/001065,"Gene coexpression networks inferred by correlation from high-throughput profiling such as microarray data represent a simple but effective technique for discovering and interpreting linear gene relationships. In the last years several approach have been proposed to tackle the problem of deciding when the resulting correlation values are statistically significant. This is mostly crucial when the number of samples is small, yielding a non negligible chance that even high correlation values are due to random effects. Here we introduce a novel hard thresholding solution based on the assumption that a coexpression network inferred by randomly generated data is expected to be empty. The theoretical derivation of the new bound by geometrical methods is shown together with applications in onco- and neurogenomics."
10.1101/001081,"Restriction-site associated genomic markers are a powerful tool for investigating evolutionary questions at the population level, but are limited in their utility at deeper phylogenetic scales where fewer orthologous loci are typically recovered across disparate taxa. While this limitation stems in part from mutations to restriction recognition sites that disrupt data generation, an alternative source of data loss comes from the failure to identify homology during bioinformatic analyses. Clustering methods that allow for lower similarity thresholds and the inclusion of indel variation will perform better at assembling RADseq loci at the phylogenetic scale.\n\nPyRAD is a pipeline to assemble de novo RADseq loci with the aim of optimizing coverage across phylogenetic data sets. It utilizes a wrapper around an alignment-clustering algorithm which allows for indel variation within and between samples, as well as for incomplete overlap among reads (e.g., paired-end). Here I compare PyRAD with the program Stacks in their performance analyzing a simulated RADseq data set that includes indel variation. Indels disrupt clustering of homologous loci in Stacks but not in PyRAD, such that the latter recovers more shared loci across disparate taxa. I show through re-analysis of an empirical RADseq data set that indels are a common feature of such data, even at shallow phylogenetic scales. PyRAD utilizes parallel processing as well as an optional hierarchical clustering method which allow it to rapidly assemble phylogenetic data sets with hundreds of sampled individuals.\n\nAvailabilitySoftware is written in Python and freely available at http://www.dereneaton.com/software/\n\nSupplementScripts to completely reproduce all simulated and empirical analyses are available in the Supplementary Materials."
10.1101/000984,"The increasing quantity and quality of functional genomic information motivate the assessment and integration of these data with association data, including data originating from genome-wide association studies (GWAS). We used previously described GWAS signals (\""hits\"") to train a regularized logistic model in order to predict SNP causality on the basis of a large multivariate functional dataset. We show how this model can be used to derive Bayes factors for integrating functional and association data into a combined Bayesian analysis. Functional characteristics were obtained from the Encyclopedia of DNA Elements (ENCODE), from published expression quantitative trait loci (eQTL), and from other sources of genome-wide characteristics. We trained the model using all GWAS signals combined, and also using phenotype specific signals for autoimmune, brain-related, cancer, and cardiovascular disorders. The non-phenotype specific and the autoimmune GWAS signals gave the most reliable results. We found SNPs with higher probabilities of causality from functional characteristics showed an enrichment of more significant p-values compared to all GWAS SNPs in three large GWAS studies of complex traits. We investigated the ability of our Bayesian method to improve the identification of true causal signals in a psoriasis GWAS dataset and found that combining functional data with association data improves the ability to prioritise novel hits. We used the predictions from the penalized logistic regression model to calculate Bayes factors relating to functional characteristics and supply these online alongside resources to integrate these data with association data.\n\nAuthor SummaryLarge-scale genetic studies have had success identifying genes that play a role in complex traits. Advanced statistical procedures suggest that there are still genetic variants to be discovered, but these variants are difficult to detect. Incorporating biological information that affect the amount of protein or other product produced can be used to prioritise the genetic variants in order to identify which are likely to be causal. The method proposed here uses such biological characteristics to predict which genetic variants are most likely to be causal for complex traits."
10.1101/001230,"SummaryWe describe libRoadRunner, a cross-platform, open-source, high performance C++ library for running and analyzing SBML-compliant models. libRoadRunner was created primarily to achieve high performance, ease of use, portability and an extensible architecture. libRoadRunner includes a comprehensive API, Plugin support, Python scripting and additional functionality such as stoichio-metric and metabolic control analysis.\n\nAccessibility and ImplementationTo maximize collaboration, we made libRoadRunner open source and released it under the Apache License, Version 2.0. To facilitate reuse, we have developed comprehensive Python bindings using SWIG (swig.org) and a C API. Li-bRoadRunner uses a number of statically linked third party libraries including: LLVM [4], libSBML [1], CVODE, NLEQ2, LAPACK and Poco. LibRoadRunner is supported on Windows, Mac OS X and Linux.\n\nSupplementary informationOnline documentation, build instructions and git source repository are available at http://www.libroadrunner.org"
10.1101/001370,"We present a new open-source algorithm, Scalpel, for sensitive and specific discovery of INDELs in exome-capture data. By combining the power of mapping and assembly, Scalpel searches the de Bruijn graph for sequence paths (contigs) that span each exon. The algorithm creates a single path for exons with no INDEL, two paths for an exon with a heterozygous mutation, and multiple paths for more exotic variations. A detailed repeat composition analysis coupled with a self-tuning k-mer strategy allows Scalpel to outperform other state-of-the-art approaches for INDEL discovery. We extensively compared Scalpel with a battery of >10000 simulated and >1000 experimentally validated INDELs between 1 and 100bp against two recent algorithms for INDEL discovery: GATK HaplotypeCaller and SOAPindel. We report anomalies for these tools in their ability to detect INDELs, especially in regions containing near-perfect repeats which contribute to high false positive rates. In contrast, Scalpel demonstrates superior specificity while maintaining high sensitivity. We also present a large-scale application of Scalpel for detecting de novo and transmitted INDELs in 593 families with autistic children from the Simons Simplex Collection. Scalpel demonstrates enhanced power to detect long ([&ge;]20bp) transmitted events, and strengthens previous reports of enrichment for de novo likely gene-disrupting INDEL mutations in children with autism with many new candidate genes. The source code and documentation for the algorithm is available at http://scalpel.sourceforge.net."
10.1101/001495,"Normal mode analysis (NMA) methods are widely used to study dynamic aspects of protein structures. Two critical components of NMA methods are coarse-graining in the level of simplification used to represent protein structures and the choice of potential energy functional form. There is a trade-off between speed and accuracy in different choices. In one extreme one finds accurate but slow molecular-dynamics based methods with all-atom representations and detailed atom potentials. On the other extreme, fast elastic network model (ENM) methods with Conly representations and simplified potentials that based on geometry alone, thus oblivious to protein sequence. Here we present ENCoM, an Elastic Network Contact Model that employs a potential energy function that includes a pairwise atom-type non-bonded interaction term and thus makes it possible to consider the effect of the specific nature of amino-acids on dynamics within the context of NMA. ENCoM is as fast as existing ENM methods and outperforms such methods in the generation of conformational ensembles. Here we introduce a new application for NMA methods with the use of ENCoM in the prediction of the effect of mutations on protein stability. While existing methods are based on machine learning or enthalpic considerations, the use of ENCoM, based on vibrational normal modes, is based on entropic considerations. This represents a novel area of application for NMA methods and a novel approach for the prediction of the effect of mutations. We compare ENCoM to a large number of methods in terms of accuracy and self-consistency. We show that the accuracy of ENCoM is comparable to that of the best existing methods. We show that existing methods are biased towards the prediction of destabilizing mutations and that ENCoM is less biased at predicting stabilizing mutations."
10.1101/000422,"The widespread and rapid adoption of high-throughput sequencing technologies has afforded researchers the opportunity to gain a deep understanding of genome level processes that underlie evolutionary change, and perhaps more importantly, the links between genotype and phenotype. In particular, researchers interested in functional biology and adaptation have used these technologies to sequence mRNA transcriptomes of specific tissues, which in turn are often compared to other tissues, or other individuals with different phenotypes. While these techniques are extremely powerful, careful attention to data quality is required. In particular, because high-throughput sequencing is more error-prone than traditional Sanger sequencing, quality trimming of sequence reads should be an important step in all data processing pipelines. While several software packages for quality trimming exist, no general guidelines for the specifics of trimming have been developed. Here, using empirically derived sequence data, I provide general recommendations regarding the optimal strength of trimming, specifically in mRNA-Seq studies. Although very aggressive quality trimming is common, this study suggests that a more gentle trimming, specifically of those nucleotides whose PO_SCPLOWHREDC_SCPLOW score <2 or <5, is optimal for most studies across a wide variety of metrics."
10.1101/001545,"BackgroundCommunity structure is ubiquitous in biological networks. There has been an increased interest in unraveling the community structure of biological systems as it may provide important insights into a systems functional components and the impact of local structures on dynamics at a global scale. Choosing an appropriate community detection algorithm to identify the community structure in an empirical network can be difficult, however, as the many algorithms available are based on a variety of cost functions and are difficult to validate. Even when community structure is identified in an empirical system, disentangling the effect of community structure from other network properties such as clustering coefficient and assortativity can be a challenge.\n\nResultsHere, we develop a generative model to produce undirected, simple, connected graphs with a specified degrees and pattern of communities, while maintaining a graph structure that is as random as possible. Additionally, we demonstrate two important applications of our model: (a) to generate networks that can be used to benchmark existing and new algorithms for detecting communities in biological networks; and (b) to generate null models to serve as random controls when investigating the impact of complex network features beyond the byproduct of degree and modularity in empirical biological networks.\n\nConclusionOur model allows for the systematic study of the presence of community structure and its impact on network function and dynamics. This process is a crucial step in unraveling the functional consequences of the structural properties of biological systems and uncovering the mechanisms that drive these systems."
10.1101/001305,"Cell navigation is directed by inhomogeneous distributions of extracellular cues. It is well known that noise plays a key role in biology and is present in naturally occurring gradients at the micro- and nanoscale, yet it has not been studied with gradients in vitro. Here, we introduce novel algorithms to produce ordered and random gradients of discrete nanodots - called digital nanodot gradients (DNGs) - according to monotonic and non-monotonic density functions. The algorithms generate continuous DNGs, with dot spacing changing in two dimensions along the gradient direction according to arbitrary mathematical functions, with densities ranging from 0.02% to 44.44%. The random gradient algorithm compensates for random nanodot overlap, and the randomness and spatial homogeneity of the DNGs were confirmed with Ripleys K function. An array of 100 DNGs, each 400 x 400 {micro}m2, comprising a total of 57 million 200 x 200 nm2 dots was designed and patterned into silicon using electron-beam lithography, then patterned as fluorescently labeled IgGs on glass using lift-off nanocontact printing. DNGs will facilitate the study of the effects of noise and randomness at the micro- and nanoscales on cell migration and growth."
10.1101/000547,We are interested in finding the kinetic parameters of a chemical reaction. Previous methods for finding these parameters rely on the dynamic behaviour of the system. This means that the methods are time-sensitive and often rely on non-linear curve fitting.
